ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,FileName_OrigBlue,FileName_OrigGreen,PathName_OrigBlue,PathName_OrigGreen,Intensity_IntegratedIntensityEdge_OrigBlue,Intensity_IntegratedIntensityEdge_OrigGreen,Intensity_IntegratedIntensity_OrigBlue,Intensity_IntegratedIntensity_OrigGreen,Intensity_LowerQuartileIntensity_OrigBlue,Intensity_LowerQuartileIntensity_OrigGreen,Intensity_MADIntensity_OrigBlue,Intensity_MADIntensity_OrigGreen,Intensity_MassDisplacement_OrigBlue,Intensity_MassDisplacement_OrigGreen,Intensity_MaxIntensityEdge_OrigBlue,Intensity_MaxIntensityEdge_OrigGreen,Intensity_MaxIntensity_OrigBlue,Intensity_MaxIntensity_OrigGreen,Intensity_MeanIntensityEdge_OrigBlue,Intensity_MeanIntensityEdge_OrigGreen,Intensity_MeanIntensity_OrigBlue,Intensity_MeanIntensity_OrigGreen,Intensity_MedianIntensity_OrigBlue,Intensity_MedianIntensity_OrigGreen,Intensity_MinIntensityEdge_OrigBlue,Intensity_MinIntensityEdge_OrigGreen,Intensity_MinIntensity_OrigBlue,Intensity_MinIntensity_OrigGreen,Intensity_StdIntensityEdge_OrigBlue,Intensity_StdIntensityEdge_OrigGreen,Intensity_StdIntensity_OrigBlue,Intensity_StdIntensity_OrigGreen,Intensity_UpperQuartileIntensity_OrigBlue,Intensity_UpperQuartileIntensity_OrigGreen,Location_CenterMassIntensity_X_OrigBlue,Location_CenterMassIntensity_X_OrigGreen,Location_CenterMassIntensity_Y_OrigBlue,Location_CenterMassIntensity_Y_OrigGreen,Location_CenterMassIntensity_Z_OrigBlue,Location_CenterMassIntensity_Z_OrigGreen,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_OrigBlue,Location_MaxIntensity_X_OrigGreen,Location_MaxIntensity_Y_OrigBlue,Location_MaxIntensity_Y_OrigGreen,Location_MaxIntensity_Z_OrigBlue,Location_MaxIntensity_Z_OrigGreen,Number_Object_Number,Parent_Cells
1,1,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,24.796078987419605,19.40000059036538,2695.290263019502,1347.8118042093702,0.08235294371843338,0.03921568766236305,0.0156862735748291,0.0156862735748291,1.8881801705309011,2.4957618682169205,0.07058823853731155,0.10588235408067703,0.4274509847164154,0.2235294133424759,0.047320761426373294,0.037022901890010264,0.10772543017663877,0.053869376667041176,0.09803921729326248,0.05098039284348488,0.027450980618596077,0.003921568859368563,0.027450980618596077,0.003921568859368563,0.007546909602137657,0.01727574786222345,0.04825972173859127,0.022428042917661328,0.11372549086809158,0.06666667014360428,312.85130057506944,314.4790568344384,114.06983426054491,117.68935848766576,0.0,0.0,314.3667865707434,115.19612310151878,355.0,354.0,119.0,93.0,0.0,0.0,1,1
1,2,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,17.443137638270855,21.054902581498027,1081.615714468062,883.0470838393085,0.07058823853731155,0.054901961237192154,0.019607841968536377,0.0156862773001194,2.06341130046753,3.040606625318637,0.07058823853731155,0.15294118225574493,0.250980406999588,0.239215686917305,0.046764444070431246,0.05644746000401616,0.09068631797334299,0.07403765270724477,0.09019608050584793,0.07058823853731155,0.027450980618596077,0.0117647061124444,0.027450980618596077,0.003921568859368563,0.007074512452118237,0.023685779201448206,0.027066403124056584,0.026319425952666186,0.10588235408067703,0.09019608050584793,644.7980145862682,645.2197693327033,191.2870034665065,192.20923983700354,0.0,0.0,643.3781336463486,189.7898046449233,633.0,614.0,214.0,196.0,0.0,0.0,2,2
1,3,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,24.019608398899436,26.86666746251285,1511.5137693602592,1361.2588628251106,0.054901961237192154,0.0470588244497776,0.011764708906412125,0.0156862773001194,2.5569111468523706,3.9314139795345397,0.0784313753247261,0.125490203499794,0.3137255012989044,0.3019607961177826,0.047097271370391054,0.05267974012257422,0.07304822005413972,0.06578672254132566,0.062745101749897,0.062745101749897,0.027450980618596077,0.007843137718737125,0.0,0.0,0.007798703366009744,0.02096152622641955,0.03612488475855702,0.026678079303066208,0.08235294371843338,0.0784313753247261,3324.167986399318,3323.369698182948,196.37655280677924,198.10884388006644,0.0,0.0,3322.7947515948194,194.21969843417747,3332.0,3329.0,262.0,257.0,0.0,0.0,3,3
1,4,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,23.894118178635836,24.37647131178528,3985.792268112302,1509.3804351110011,0.1411764770746231,0.05098039284348488,0.0313725471496582,0.0156862773001194,1.4328528740436508,1.9852433271959293,0.0784313753247261,0.15294118225574493,0.8078431487083435,0.2980392277240753,0.04798015698521252,0.04894873757386602,0.18760200828919804,0.07104304034222918,0.16862745583057404,0.06666667014360428,0.027450980618596077,0.007843137718737125,0.027450980618596077,0.007843137718737125,0.008109334220532982,0.024198647558770794,0.09252292208513793,0.027258239748376514,0.20392157137393951,0.08627451211214066,2584.54011754502,2585.6100984269333,344.89956086333507,346.6699957344571,0.0,0.0,2585.961169161254,344.7160406664784,2550.0,2571.0,297.0,298.0,0.0,0.0,4,4
1,5,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,14.235294418409467,24.50588304363191,1386.7255244683474,952.2196344314143,0.11764705926179886,0.08627451211214066,0.047058820724487305,0.027450978755950928,0.9791011018193121,2.450676278082837,0.07058823853731155,0.3490196168422699,0.3686274588108063,0.3490196168422699,0.04793028423706891,0.08251139071929936,0.16635382971069426,0.11422980259493934,0.1725490242242813,0.10980392247438431,0.027450980618596077,0.01568627543747425,0.027450980618596077,0.007843137718737125,0.0074896693344839145,0.04504592103964584,0.06408651712640608,0.04043082278236642,0.21568627655506134,0.1411764770746231,730.7519901648757,731.1969968980984,413.2328719200569,414.95846648841024,0.0,0.0,729.8206573896354,412.9307821497121,752.0,771.0,395.0,383.0,0.0,0.0,5,5
1,6,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,21.270588705316186,29.41568711772561,2566.7373238224536,1840.7882854752243,0.10196078568696976,0.07450980693101883,0.019607849419116974,0.019607841968536377,1.9384564436840088,1.9978166901597654,0.0784313753247261,0.14901961386203766,0.6235294342041016,0.3490196168422699,0.047906731318279695,0.06625154756244507,0.134222523862493,0.09626043431863328,0.12156862765550613,0.0941176488995552,0.0235294122248888,0.0117647061124444,0.0235294122248888,0.0117647061124444,0.007766011974689192,0.0280673884890002,0.06440437463129971,0.03237819167507031,0.14509804546833038,0.11372549086809158,1112.8667141169603,1111.5913451347344,412.511883597219,413.0079910349407,0.0,0.0,1111.640223814255,411.01077236835226,1129.0,1082.0,444.0,457.0,0.0,0.0,6,6
1,7,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,28.76862809434533,44.086275725625455,3654.3569694012403,2326.353005430661,0.11764705926179886,0.07450980693101883,0.0313725546002388,0.023529410362243652,2.7608723516493456,9.268270855883088,0.07058823853731155,0.19607843458652496,0.6000000238418579,0.30980393290519714,0.0476301789641479,0.07299052272454545,0.15692017216597562,0.09989492465779204,0.14509804546833038,0.0941176488995552,0.027450980618596077,0.007843137718737125,0.027450980618596077,0.007843137718737125,0.007825552922478864,0.03735398742901735,0.07496400793120872,0.03709165726893057,0.18039216101169586,0.12156862765550613,2072.034464393843,2069.5742169810114,430.68028056917314,438.1363895495549,0.0,0.0,2074.7875729989696,430.4733768464445,2045.0,2094.0,428.0,425.0,0.0,0.0,7,7
1,8,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,21.003922084346414,27.368628243915737,3394.54518901743,1531.1608275203034,0.12941177189350128,0.05882352963089943,0.039215683937072754,0.019607845693826675,0.20103817186183284,1.8001474037025216,0.07450980693101883,0.29019609093666077,0.7411764860153198,0.29411765933036804,0.04773618655533276,0.06220142782708122,0.18244357675037245,0.08229392816942403,0.16470588743686676,0.0784313753247261,0.027450980618596077,0.0117647061124444,0.027450980618596077,0.0117647061124444,0.008662368112645234,0.025953922660591405,0.09169538129663952,0.03135560188076747,0.21176470816135406,0.09803921729326248,2383.3718307369313,2381.589597540598,424.16536335161015,425.0749117573618,0.0,0.0,2383.1884338385466,424.2477157906052,2429.0,2353.0,449.0,389.0,0.0,0.0,8,8
1,9,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,22.18039265461266,25.61568702571094,2325.9765308778733,1373.3961172606796,0.09803921729326248,0.054901961237192154,0.019607849419116974,0.019607841968536377,2.561300102666836,3.5570968835055923,0.07450980693101883,0.16862745583057404,0.5921568870544434,0.2823529541492462,0.04811365001000577,0.05556548161759423,0.13106308282401946,0.0773875087203854,0.11764705926179886,0.07450980693101883,0.0235294122248888,0.007843137718737125,0.0235294122248888,0.007843137718737125,0.008198016284186316,0.023026977678400985,0.06463291915302068,0.029496581215657115,0.1411764770746231,0.0941176488995552,2929.7622975660397,2931.5431248275504,428.8363461809518,432.48777610251165,0.0,0.0,2932.3172930636165,429.01594635713076,2920.0,2959.0,464.0,473.0,0.0,0.0,9,9
1,10,nan,nan,nan,nan,0,nan,0,nan,1,1,nan,nan,1,nan,nan,nan,C2-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,C1-MAX_2023_06_14_SYTO_CKO_T24-0001.tif,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,Y:\microscopy data\2023_06_14 RNA CKO\split max intensity,20.811765130609274,30.407844002358615,3499.9844038784504,1960.2471129316837,0.14901961386203766,0.08627451211214066,0.039215683937072754,0.02352941781282425,1.0137279611038577,2.305310064235681,0.08235294371843338,0.1725490242242813,0.8117647171020508,0.34117648005485535,0.04885390875729877,0.0713799154984944,0.202662675383813,0.11350591273489773,0.18431372940540314,0.10980392247438431,0.0313725508749485,0.0117647061124444,0.0313725508749485,0.0117647061124444,0.0074603724539583265,0.030400479229923543,0.10039648391518077,0.040393641236592046,0.23137255012989044,0.13725490868091583,1652.7988192799544,1654.8256542382064,512.8005313011844,514.8114403290682,0.0,0.0,1653.8108280254778,512.7415170816445,1632.0,1619.0,470.0,502.0,0.0,0.0,10,10
